geneid	koid
Cs4g14880	K04733
Cs4g14890	K04733
Cs4g14895	K12309
Cs4g14900	K08790
Cs4g14910	K01426
Cs4g14930	K06966
Cs4g14970	K00666
Cs4g14980	K14497
Cs4g14990	K20603
Cs4g15000	K14397
Cs4g15010	K01303
Cs4g15050	K15263
Cs4g15060	K21484
Cs4g15080	K01303
Cs4g15090	K01733
Cs4g15100	K12602
Cs4g15110	K07305
Cs4g15130	K06883
Cs4g15140	K06883
Cs4g15150	K00512
Cs4g15190	K06966
Cs4g15200	K03320
Cs4g15210	K19891
Cs4g15220	K05894
Cs4g15260	K11699
Cs4g15270	K00029
Cs4g15280	K06901
Cs4g15290	K06901
Cs4g15300	K08592
Cs4g15310	K02940
Cs4g15320	K11982
Cs4g15330	K11982
Cs4g15340	K11982
Cs4g15350	K10398
Cs4g15360	K14497
Cs4g15370	K10706
Cs4g15380	K05658
Cs4g15390	K03006
Cs4g15410	K17604
Cs4g15420	K05658
Cs4g15430	K15463
Cs4g15440	K19366
Cs4g15480	K15507
Cs4g15490	K17795
Cs4g15500	K18121
Cs4g15510	K00924
Cs4g15520	K00844
Cs4g15560	K01051
Cs4g15570	K01301
Cs4g15580	K08333
Cs4g15600	K01887
Cs4g15610	K07385
Cs4g15620	K07385
Cs4g15650	K03144
Cs4g15660	K20553
Cs4g15680	K02218
Cs4g15690	K07889
Cs4g15725	K05666
Cs4g15740	K07305
Cs4g15750	K14769
Cs4g15770	K08150
Cs4g15780	K08150
Cs4g15790	K01870
Cs4g15800	K11273
Cs4g15810	K11816
Cs4g15820	K09419
Cs4g15830	K10393
Cs4g15840	K13484
Cs4g15850	K13960
Cs4g15870	K19476
Cs4g15890	K13606
Cs4g15900	K04730
Cs4g15910	K04730
Cs4g15920	K17710
Cs4g15925	K14767
Cs4g15930	K04730
Cs4g15940	K07897
Cs4g15950	K08653
Cs4g15970	K13348
Cs4g15980	K17710
Cs4g15990	K03100
Cs4g16020	K10418
Cs4g16040	K10418
Cs4g16050	K14454
Cs4g16060	K18213
Cs4g16080	K10527
Cs4g16090	K21776
Cs4g16100	K14651
Cs4g16120	K08817
Cs4g16130	K04392
Cs4g16140	K03386
Cs4g16150	K03006
Cs4g16160	K14638
Cs4g16170	K14638
Cs4g16180	K08332
Cs4g16190	K11294
Cs4g16200	K14638
Cs4g16210	K18914
Cs4g16220	K14484
Cs4g16230	K04733
Cs4g16240	K03013
Cs4g16250	K02357
Cs4g16260	K02357
Cs4g16270	K02357
Cs4g16290	K20929
Cs4g16300	K20929
Cs4g16310	K20929
Cs4g16330	K08235
Cs4g16340	K20929
Cs4g16350	K08960
Cs4g16380	K15190
Cs4g16390	K01759
Cs4g16400	K13466
Cs4g16410	K06911
Cs4g16420	K06911
Cs4g16430	K06911
Cs4g16440	K13466
Cs4g16460	K12448
Cs4g16480	K16287
Cs4g16520	K17604
Cs4g16530	K06911
Cs4g16540	K18726
Cs4g16550	K13466
Cs4g16560	K13466
Cs4g16570	K13466
Cs4g16600	K02634
Cs4g16630	K20310
Cs4g16640	K13495
Cs4g16650	K12355
Cs4g16660	K07304
Cs4g16670	K02350
Cs4g16680	K12355
Cs4g16690	K12355
Cs4g16700	K03627
Cs4g16710	K08737
Cs4g16720	K18443
Cs4g16735	K02888
Cs4g16750	K12818
Cs4g16760	K17471
Cs4g16770	K17471
Cs4g16790	K15044
Cs4g16820	K18823
Cs4g16830	K18823
Cs4g16850	K03593
Cs4g16860	K21371
Cs4g16880	K04120
Cs4g16900	K05605
Cs4g16910	K05605
Cs4g16940	K08592
Cs4g16950	K15429
Cs4g16960	K08490
Cs4g16990	K15400
Cs4g17000	K17086
Cs4g17010	K09533
Cs4g17020	K09533
Cs4g17040	K10781
Cs4g17050	K14484
Cs4g17060	K11584
Cs4g17080	K18404
Cs4g17100	K16296
Cs4g17110	K04124
Cs4g17120	K14963
Cs4g17130	K03453
Cs4g17140	K04733
Cs4g17150	K10581
Cs4g17170	K11093
Cs4g17190	K19589
Cs4g17200	K15356
Cs4g17210	K19589
Cs4g17250	K13201
Cs4g17260	K15397
Cs4g17270	K11251
Cs4g17280	K13137
Cs4g17290	K03066
Cs4g17300	K14771
Cs4g17310	K10656
Cs4g17320	K21867
Cs4g17330	K17943
Cs4g17360	K07936
Cs4g17370	K15639
Cs4g17390	K11434
Cs4g17400	K04733
Cs4g17410	K06130
Cs4g17430	K01191
Cs4g17450	K04422
Cs4g17460	K14638
Cs4g17480	K08286
Cs4g17500	K19589
Cs4g17505	K15407
Cs4g17510	K15308
Cs4g17530	K03426
Cs4g17550	K00326
Cs4g17580	K10418
Cs4g17590	K14611
Cs4g17600	K14611
Cs4g17610	K15133
Cs4g17630	K10450
Cs4g17640	K00894
Cs4g17660	K01188
Cs4g17670	K17943
Cs4g17690	K14684
Cs4g17700	K14852
Cs4g17710	K09518
Cs4g17720	K13280
Cs4g17730	K12845
Cs4g17740	K17943
Cs4g17750	K20891
Cs4g17760	K19589
Cs4g17770	K08070
Cs4g17780	K08070
Cs4g17785	K14310
Cs4g17790	K14310
Cs4g17840	K01188
Cs4g17850	K21480
Cs4g17860	K00430
Cs4g17880	K09286
Cs4g17910	K02919
Cs4g17920	K02919
Cs4g17940	K02218
Cs4g17960	K14515
Cs4g17970	K20495
Cs4g17990	K07198
Cs4g18010	K15014
Cs4g18020	K10669
Cs4g18030	K10393
Cs4g18040	K14317
Cs4g18080	K19891
Cs4g18130	K13420
Cs4g18180	K11662
Cs4g18190	K20043
Cs4g18200	K10632
Cs4g18210	K14963
Cs4g18220	K00737
Cs4g18230	K01285
Cs4g18240	K14484
Cs4g18250	K09422
Cs4g18260	K20168
Cs4g18270	K15084
Cs4g18290	K20771
Cs4g18300	K20771
Cs4g18310	K09419
Cs4g18320	K03676
Cs4g18330	K05863
Cs4g18340	K01193
Cs4g18350	K12309
Cs4g18360	K08955
Cs4g18370	K22038
Cs4g18380	K04733
Cs4g18390	K06118
Cs4g18400	K06118
Cs4g18420	K21737
Cs4g18430	K04730
Cs4g18450	K14709
Cs4g18460	K14709
Cs4g18470	K00734
Cs4g18520	K00281
Cs4g18530	K14326
Cs4g18540	K04733
Cs4g18550	K04424
Cs4g18570	K20726
Cs4g18580	K20726
Cs4g18590	K06268
Cs4g18600	K14191
Cs4g18610	K01188
Cs4g18630	K08869
Cs4g18640	K14496
Cs4g18650	K16670
Cs4g18660	K18266
Cs4g18680	K04354
Cs4g18690	K03940
Cs4g18700	K03940
Cs4g18710	K13210
Cs4g18720	K02140
Cs4g18730	K01772
Cs4g18750	K20776
Cs4g18760	K20776
Cs4g18770	K14291
Cs4g18780	K14291
Cs4g18790	K01369
Cs4g18800	K13172
Cs4g18840	K01188
Cs4g18880	K12125
Cs4g18890	K18740
Cs4g18900	K12471
Cs4g18910	K09422
Cs4g18920	K03093
Cs4g18940	K02435
Cs4g18950	K17613
Cs4g18970	K08850
Cs4g18980	K00850
Cs4g19010	K07042
Cs4g19020	K14376
Cs4g19040	K07042
Cs4g19050	K00924
Cs4g19060	K00924
Cs4g19070	K14209
Cs4g19080	K14209
Cs4g19090	K17795
Cs4g19100	K14490
Cs4g19110	K01867
Cs4g19120	K01867
Cs4g19130	K17613
Cs4g19140	K17613
Cs4g19150	K11090
Cs4g19160	K09420
Cs4g19170	K01802
Cs4g19180	K17613
Cs4g19190	K11793
Cs4g19200	K00029
Cs4g19220	K02218
Cs4g19230	K03350
Cs4g19250	K01054
Cs4g19270	K09872
Cs4g19300	K00924
Cs4g19310	K09338
Cs4g19330	K17895
Cs4g19360	K04794
Cs4g19380	K12162
Cs4g19390	K21026
Cs4g19400	K10615
Cs4g19410	K14304
Cs4g19430	K10268
Cs4g19440	K15032
Cs4g19450	K12162
Cs4g19460	K17913
Cs4g19470	K17913
Cs4g19480	K09286
Cs4g19500	K18789
Cs4g19510	K18789
Cs4g19520	K12590
Cs4g19530	K11159
Cs4g19540	K15503
Cs4g19550	K15503
Cs4g19560	K15503
Cs4g19570	K16794
Cs4g19580	K09873
Cs4g19590	K01759
Cs4g19610	K08959
Cs4g19620	K12828
Cs4g19630	K14638
Cs4g19640	K14638
Cs4g19650	K00279
Cs4g19660	K14638
Cs4g19670	K14638
Cs4g19680	K20869
Cs4g19710	K00225
Cs4g19730	K21776
Cs4g19760	K10689
Cs4g19770	K13141
Cs4g19780	K18482
Cs4g19790	K15029
Cs4g19800	K15029
Cs4g19820	K14454
Cs4g19830	K14454
Cs4g19840	K09420
Cs4g19850	K11090
Cs4g19860	K09420
Cs4g19870	K11996
Cs4g19880	K07059
Cs4g19890	K07059
Cs4g19900	K17710
Cs4g19910	K13348
Cs4g19920	K03377
Cs4g19930	K13348
Cs4g19940	K12392
Cs4g19950	K03978
Cs4g19960	K02922
Cs4g19970	K11816
Cs4g19980	K12472
Cs4g19990	K02349
Cs4g20010	K03029
Cs4g20030	K02349
Cs4g20040	K08287
Cs4g20050	K03452
Cs4g20080	K19027
Cs4g20090	K21867
Cs4g20120	K03452
Cs4g20130	K10144
Cs4g20140	K13420
Cs4g20150	K13420
Cs4g20160	K13789
Cs4g20180	K15044
Cs4g20190	K08737
Cs4g20200	K08490
Cs4g20230	K16465
Cs4g20250	K09510
Cs4g20260	K03145
Cs4g20270	K13148
Cs4g20280	K11584
Cs4g20290	K06627
Cs4g20320	K17964
Cs4g20340	K17964
Cs4g20350	K04124
Cs4g20370	K04125
Cs4g20380	K14963
Cs4g20390	K11816
Cs4g20430	K14803
Cs4g20440	K16296
Cs4g20450	K13065
Cs4g20460	K03661
Cs4g20480	K17943
Cs4g20500	K16743
Cs4g20530	K03006
Cs4g20570	K01528
Cs5g01010	K04733
Cs5g01020	K04733
Cs5g01030	K13675
Cs5g01040	K01051
Cs5g01050	K05573
Cs5g01060	K15449
Cs5g01090	K19040
Cs5g01110	K00083
Cs5g01120	K02940
Cs5g01130	K14297
Cs5g01140	K09286
Cs5g01150	K17500
Cs5g01170	K15407
Cs5g01180	K05941
Cs5g01200	K04733
Cs5g01210	K17781
Cs5g01220	K14689
Cs5g01230	K02867
Cs5g01240	K15333
Cs5g01250	K20855
Cs5g01270	K00161
Cs5g01280	K13679
Cs5g01290	K19891
Cs5g01300	K21343
Cs5g01350	K05941
Cs5g01360	K17479
Cs5g01400	K01179
Cs5g01410	K17911
Cs5g01420	K03439
Cs5g01450	K13422
Cs5g01460	K20929
Cs5g01470	K01188
Cs5g01480	K09338
Cs5g01490	K15151
Cs5g01500	K20619
Cs5g01510	K01761
Cs5g01520	K07019
Cs5g01540	K20168
Cs5g01560	K15363
Cs5g01580	K08835
Cs5g01620	K02510
Cs5g01630	K15104
Cs5g01640	K05925
Cs5g01650	K05925
Cs5g01680	K08867
Cs5g01690	K18726
Cs5g01700	K03695
Cs5g01710	K08867
Cs5g01740	K20043
Cs5g01750	K20241
Cs5g01760	K01469
Cs5g01770	K11153
Cs5g01775	K01194
Cs5g01780	K01194
Cs5g01790	K01194
Cs5g01810	K06158
Cs5g01820	K14780
Cs5g01830	K01950
Cs5g01840	K09490
Cs5g01850	K14293
Cs5g01860	K01177
Cs5g01870	K01087
Cs5g01880	K15382
Cs5g01890	K11838
Cs5g01900	K02208
Cs5g01930	K03031
Cs5g01940	K02990
Cs5g01950	K19039
Cs5g01960	K10999
Cs5g01970	K10999
Cs5g01980	K14486
Cs5g01990	K09458
Cs5g02000	K10457
Cs5g02010	K17479
Cs5g02030	K21776
Cs5g02060	K03798
Cs5g02080	K06268
Cs5g02090	K06268
Cs5g02100	K00679
Cs5g02110	K08770
Cs5g02140	K01528
Cs5g02150	K01784
Cs5g02180	K00940
Cs5g02190	K00940
Cs5g02200	K12261
Cs5g02240	K11979
Cs5g02250	K19041
Cs5g02260	K19041
Cs5g02280	K03217
Cs5g02290	K01897
Cs5g02310	K14497
Cs5g02320	K01179
Cs5g02340	K09286
Cs5g02350	K02684
Cs5g02360	K14496
Cs5g02370	K01184
Cs5g02380	K01184
Cs5g02390	K04733
Cs5g02410	K07020
Cs5g02440	K13457
Cs5g02450	K13457
Cs5g02460	K14299
Cs5g02480	K14209
Cs5g02490	K09273
Cs5g02500	K16573
Cs5g02510	K19041
Cs5g02530	K14684
Cs5g02540	K20283
Cs5g02550	K10352
Cs5g02560	K12869
Cs5g02580	K16240
Cs5g02590	K04427
Cs5g02600	K15272
Cs5g02610	K15119
Cs5g02630	K13434
Cs5g02640	K06689
Cs5g02650	K04733
Cs5g02660	K01792
Cs5g02670	K20854
Cs5g02680	K02150
Cs5g02690	K17604
Cs5g02700	K02603
Cs5g02710	K05666
Cs5g02720	K00033
Cs5g02750	K13414
Cs5g02755	K02995
Cs5g02780	K02518
Cs5g02790	K19027
Cs5g02800	K19027
Cs5g02810	K12162
Cs5g02840	K13412
Cs5g02850	K03549
Cs5g02860	K07052
Cs5g02870	K03231
Cs5g02880	K20721
Cs5g02890	K02897
Cs5g02900	K01179
Cs5g02910	K03164
Cs5g02940	K13447
Cs5g02950	K03239
Cs5g02970	K06269
Cs5g02980	K04706
Cs5g02990	K12862
Cs5g03000	K01179
Cs5g03010	K13426
Cs5g03020	K10878
Cs5g03030	K11135
Cs5g03040	K11792
Cs5g03050	K01770
Cs5g03060	K20772
Cs5g03080	K08232
Cs5g03090	K01738
Cs5g03110	K08592
Cs5g03120	K03320
Cs5g03130	K09422
Cs5g03136	K17681
Cs5g03140	K02947
Cs5g03150	K04079
Cs5g03160	K04464
Cs5g03170	K20798
Cs5g03180	K18635
Cs5g03190	K16297
Cs5g03200	K15746
Cs5g03230	K01176
Cs5g03240	K13675
Cs5g03250	K16670
Cs5g03280	K16281
Cs5g03310	K10843
Cs5g03320	K12392
Cs5g03330	K12897
Cs5g03340	K19202
Cs5g03350	K04564
Cs5g03360	K02470
Cs5g03370	K10576
Cs5g03390	K02911
Cs5g03400	K01256
Cs5g03410	K02218
Cs5g03420	K21953
Cs5g03440	K15398
Cs5g03450	K20717
Cs5g03460	K09872
Cs5g03470	K09597
Cs5g03510	K01951
Cs5g03520	K01951
Cs5g03530	K01772
Cs5g03540	K17943
Cs5g03550	K11982
Cs5g03560	K10406
Cs5g03570	K15113
Cs5g03600	K20884
Cs5g03610	K01919
Cs5g03620	K07375
Cs5g03650	K08066
Cs5g03660	K10352
Cs5g03670	K03239
Cs5g03680	K03239
Cs5g03690	K03239
Cs5g03720	K13667
Cs5g03730	K04733
Cs5g03740	K11883
Cs5g03750	K05765
Cs5g03760	K12235
Cs5g03770	K22133
Cs5g03780	K17686
Cs5g03790	K17686
Cs5g03800	K17686
Cs5g03810	K00799
Cs5g03820	K00799
Cs5g03830	K00432
Cs5g03860	K11446
Cs5g03870	K14500
Cs5g03880	K09377
Cs5g03890	K02915
Cs5g03900	K00799
Cs5g03910	K17964
Cs5g03940	K15449
Cs5g03960	K11290
Cs5g03970	K09754
Cs5g03980	K16221
Cs5g04010	K17279
Cs5g04020	K10436
Cs5g04030	K00432
Cs5g04040	K01051
Cs5g04050	K20474
Cs5g04060	K06027
Cs5g04070	K17693
Cs5g04080	K04733
Cs5g04090	K18467
Cs5g04100	K01785
Cs5g04110	K05643
Cs5g04120	K05643
Cs5g04150	K10573
Cs5g04160	K01892
Cs5g04170	K00294
Cs5g04190	K00784
Cs5g04200	K17602
Cs5g04210	K02552
Cs5g04220	K01728
Cs5g04240	K00549
Cs5g04250	K15040
Cs5g04280	K14638
Cs5g04290	K09338
Cs5g04310	K04733
Cs5g04320	K14638
Cs5g04330	K14638
Cs5g04340	K14638
Cs5g04350	K14638
Cs5g04360	K01535
Cs5g04370	K09510
Cs5g04380	K13412
Cs5g04390	K15710
Cs5g04410	K21994
Cs5g04420	K16276
Cs5g04430	K14794
Cs5g04440	K14794
Cs5g04450	K12813
Cs5g04460	K14794
Cs5g04470	K14794
Cs5g04480	K12866
Cs5g04500	K08900
Cs5g04510	K08900
Cs5g04520	K03124
Cs5g04530	K03124
Cs5g04560	K18999
Cs5g04570	K03124
Cs5g04580	K20843
Cs5g04590	K09422
Cs5g04600	K09422
Cs5g04610	K10418
Cs5g04620	K04733
Cs5g04650	K01934
Cs5g04660	K04382
Cs5g04700	K11844
Cs5g04710	K06947
Cs5g04720	K15436
Cs5g04730	K04688
Cs5g04740	K08869
Cs5g04750	K17710
Cs5g04765	K18181
Cs5g04780	K10643
Cs5g04790	K18875
Cs5g04800	K02184
Cs5g04810	K14492
Cs5g04830	K03355
Cs5g04840	K03355
Cs5g04850	K09391
Cs5g04860	K17964
Cs5g04870	K00966
Cs5g04880	K00130
Cs5g04900	K01205
Cs5g04910	K16794
Cs5g04920	K03501
Cs5g04940	K08332
Cs5g04950	K10773
Cs5g04960	K00430
Cs5g04970	K10084
Cs5g04980	K20887
Cs5g04990	K21989
Cs5g05010	K11820
Cs5g05030	K09377
Cs5g05050	K14611
Cs5g05060	K17428
Cs5g05070	K04733
Cs5g05100	K04733
Cs5g05110	K04392
Cs5g05120	K12614
Cs5g05140	K10576
Cs5g05150	K10576
Cs5g05160	K04730
Cs5g05170	K11699
Cs5g05200	K16055
Cs5g05220	K00797
Cs5g05230	K05391
Cs5g05240	K00128
Cs5g05250	K22038
Cs5g05260	K08332
Cs5g05270	K13127
Cs5g05280	K15382
Cs5g05290	K01968
Cs5g05320	K06699
Cs5g05330	K16284
Cs5g05360	K04365
Cs5g05370	K01087
Cs5g05380	K01176
Cs5g05390	K03681
Cs5g05410	K01673
Cs5g05420	K10406
Cs5g05430	K13343
Cs5g05440	K00099
Cs5g05450	K00099
Cs5g05480	K04728
Cs5g05490	K20043
Cs5g05500	K04728
Cs5g05510	K09680
Cs5g05515	K09680
Cs5g05520	K12169
Cs5g05530	K22068
Cs5g05540	K06573
Cs5g05560	K09422
Cs5g05570	K15283
Cs5g05580	K19042
Cs5g05590	K06195
Cs5g05600	K09648
Cs5g05610	K19330
Cs5g05620	K14559
Cs5g05650	K00766
Cs5g05660	K03676
Cs5g05680	K17868
Cs5g05690	K16670
Cs5g05700	K16670
Cs5g05710	K04733
Cs5g05720	K04354
Cs5g05740	K13420
Cs5g05780	K01510
Cs5g05810	K18726
Cs5g05840	K13525
Cs5g05850	K17422
Cs5g05860	K11550
Cs5g05870	K11153
Cs5g05900	K06617
Cs5g05910	K16903
Cs5g05920	K16903
Cs5g05930	K12393
Cs5g05950	K21994
Cs5g05960	K13457
Cs5g05970	K06067
Cs5g05975	K00784
Cs5g05980	K09422
Cs5g05990	K00276
Cs5g06000	K00276
Cs5g06010	K02900
Cs5g06020	K12823
Cs5g06040	K00521
Cs5g06050	K04733
Cs5g06090	K19613
Cs5g06100	K03327
Cs5g06110	K17987
Cs5g06120	K17535
Cs5g06130	K03452
Cs5g06160	K01810
Cs5g06170	K17964
Cs5g06190	K02358
Cs5g06200	K08867
Cs5g06210	K02884
Cs5g06220	K10406
Cs5g06240	K03517
Cs5g06260	K01517
Cs5g06270	K03517
Cs5g06280	K07418
Cs5g06290	K15803
Cs5g06300	K01188
Cs5g06310	K07418
Cs5g06320	K07418
Cs5g06330	K08287
Cs5g06340	K07408
Cs5g06350	K07418
Cs5g06360	K20617
Cs5g06380	K20617
Cs5g06390	K20617
Cs5g06400	K16280
Cs5g06410	K20929
Cs5g06420	K11593
Cs5g06430	K15923
Cs5g06440	K06617
Cs5g06450	K11294
Cs5g06460	K00573
Cs5g06510	K04733
Cs5g06520	K15360
Cs5g06530	K16794
Cs5g06560	K17890
Cs5g06570	K16292
Cs5g06580	K07304
Cs5g06590	K10523
Cs5g06600	K01728
Cs5g06610	K10756
Cs5g06620	K01376
Cs5g06630	K17710
Cs5g06640	K16865
Cs5g06650	K09667
Cs5g06670	K01142
Cs5g06680	K11446
Cs5g06690	K13832
Cs5g06695	K13456
Cs5g06700	K11000
Cs5g06710	K01598
Cs5g06720	K21026
Cs5g06740	K06901
Cs5g06750	K12872
Cs5g06780	K07739
Cs5g06790	K11137
Cs5g06820	K03037
Cs5g06830	K08869
Cs5g06840	K00940
Cs5g06850	K14494
Cs5g06870	K00134
Cs5g06890	K15015
Cs5g06910	K11724
Cs5g06930	K01638
Cs5g06940	K10400
Cs5g06950	K10400
Cs5g06960	K08818
Cs5g06980	K10526
Cs5g06990	K10526
Cs5g07000	K12832
Cs5g07010	K14841
Cs5g07020	K22138
Cs5g07030	K01188
Cs5g07050	K22138
Cs5g07060	K01267
Cs5g07070	K00939
Cs5g07080	K14564
Cs5g07090	K15032
Cs5g07100	K13420
Cs5g07110	K00939
Cs5g07120	K01940
Cs5g07130	K14829
Cs5g07140	K08246
Cs5g07150	K03515
Cs5g07160	K13448
Cs5g07170	K20289
Cs5g07180	K03231
Cs5g07190	K03232
Cs5g07200	K09131
Cs5g07210	K02880
Cs5g07220	K11650
Cs5g07230	K20665
Cs5g07260	K07195
Cs5g07280	K06180
Cs5g07290	K13151
Cs5g07300	K14407
Cs5g07310	K20716
Cs5g07320	K07178
Cs5g07330	K07904
Cs5g07340	K07178
Cs5g07360	K03046
Cs5g07370	K02134
Cs5g07380	K01338
Cs5g07400	K19042
Cs5g07410	K15198
Cs5g07430	K03145
Cs5g07440	K00423
Cs5g07450	K12180
Cs5g07470	K00423
Cs5g07480	K12180
Cs5g07520	K05275
Cs5g07530	K19525
Cs5g07540	K14648
Cs5g07550	K01177
Cs5g07570	K00924
Cs5g07590	K08494
Cs5g07600	K10875
Cs5g07610	K02921
Cs5g07620	K03115
Cs5g07630	K13216
Cs5g07640	K14845
Cs5g07690	K06268
Cs5g07700	K14498
Cs5g07730	K10848
Cs5g07740	K10848
Cs5g07760	K12501
Cs5g07770	K13865
Cs5g07780	K14977
Cs5g07790	K15333
Cs5g07800	K15333
Cs5g07820	K00261
Cs5g07850	K01358
Cs5g07852	K20628
Cs5g07854	K20628
Cs5g07856	K20628
Cs5g07860	K11420
Cs5g07900	K21889
Cs5g07910	K02214
Cs5g07930	K02884
Cs5g07940	K13783
Cs5g07950	K06630
Cs5g07980	K13065
Cs5g07990	K09838
Cs5g08000	K09838
Cs5g08010	K07874
Cs5g08020	K13199
Cs5g08030	K16818
Cs5g08040	K11463
Cs5g08070	K20623
Cs5g08080	K11463
Cs5g08090	K00232
Cs5g08110	K16302
Cs5g08120	K05607
Cs5g08140	K04733
Cs5g08150	K07478
Cs5g08160	K14806
Cs5g08190	K00232
Cs5g08200	K20623
Cs5g08210	K17943
Cs5g08230	K17943
Cs5g08250	K05607
Cs5g08260	K05607
Cs5g08270	K05609
Cs5g08290	K04733
Cs5g08310	K04733
Cs5g08320	K04733
Cs5g08330	K04733
Cs5g08340	K04733
Cs5g08350	K12180
Cs5g08360	K09286
Cs5g08370	K01535
Cs5g08400	K03347
Cs5g08410	K01074
Cs5g08420	K14165
Cs5g08440	K17710
Cs5g08460	K09338
Cs5g08480	K16278
Cs5g08490	K06901
Cs5g08500	K08869
Cs5g08520	K00232
Cs5g08550	K12353
Cs5g08560	K09422
Cs5g08570	K18789
Cs5g08590	K10624
Cs5g08610	K01704
Cs5g08620	K02877
Cs5g08630	K08740
Cs5g08650	K01613
Cs5g08660	K01433
Cs5g08680	K00279
Cs5g08690	K05605
Cs5g08700	K05605
Cs5g08710	K09873
Cs5g08750	K01551
Cs5g08770	K06180
Cs5g08800	K20353
Cs5g08810	K01893
Cs5g08830	K13337
Cs5g08840	K01051
Cs5g08850	K00750
Cs5g08870	K05681
Cs5g08880	K09531
Cs5g08890	K11438
Cs5g08900	K02896
Cs5g08910	K01379
Cs5g08920	K02433
Cs5g08930	K04733
Cs5g08940	K13993
Cs5g08950	K03515
Cs5g08980	K14494
Cs5g08990	K08341
Cs5g09020	K00016
Cs5g09030	K07252
Cs5g09040	K20456
Cs5g09050	K14638
Cs5g09060	K11855
Cs5g09070	K11855
Cs5g09080	K11855
Cs5g09090	K11855
Cs5g09110	K00759
Cs5g09120	K08176
Cs5g09130	K00485
Cs5g09140	K00485
Cs5g09160	K00648
Cs5g09170	K00648
Cs5g09180	K20888
Cs5g09200	K01087
Cs5g09210	K00616
Cs5g09220	K01193
Cs5g09230	K19791
Cs5g09250	K15803
Cs5g09280	K03094
Cs5g09290	K14488
Cs5g09300	K01369
Cs5g09310	K18163
Cs5g09320	K09553
Cs5g09330	K02355
Cs5g09350	K01051
Cs5g09360	K01051
Cs5g09370	K01051
Cs5g09400	K09560
Cs5g09410	K09422
Cs5g09440	K05658
Cs5g09450	K00512
Cs5g09460	K00512
Cs5g09470	K00276
Cs5g09480	K08679
Cs5g09500	K19367
Cs5g09510	K13448
Cs5g09530	K04733
Cs5g09540	K04733
Cs5g09550	K15033
Cs5g09560	K15033
Cs5g09570	K20028
Cs5g09580	K06636
Cs5g09590	K01669
Cs5g09595	K14488
Cs5g09610	K14423
Cs5g09615	K14423
Cs5g09620	K14423
Cs5g09650	K20368
Cs5g09655	K02915
Cs5g09660	K01358
Cs5g09700	K03327
Cs5g09710	K03327
Cs5g09730	K10396
Cs5g09770	K03453
Cs5g09790	K14270
Cs5g09800	K04733
Cs5g09840	K15286
Cs5g09860	K20556
Cs5g09870	K20556
Cs5g09880	K20556
Cs5g09890	K18447
Cs5g09900	K04569
Cs5g09910	K15333
Cs5g09920	K15333
Cs5g09940	K20100
Cs5g09960	K15919
Cs5g09970	K05277
Cs5g09990	K14324
Cs5g10000	K20628
Cs5g10010	K20628
Cs5g10030	K03364
Cs5g10040	K22013
Cs5g10050	K09260
Cs5g10080	K15613
Cs5g10090	K01115
Cs5g10110	K12451
Cs5g10120	K13199
Cs5g10130	K16221
Cs5g10140	K01641
Cs5g10150	K15631
Cs5g10160	K00108
Cs5g10170	K00108
Cs5g10190	K16250
Cs5g10200	K04515
Cs5g10210	K14295
Cs5g10220	K15277
Cs5g10240	K09286
Cs5g10250	K09286
Cs5g10260	K15601
Cs5g10270	K03327
Cs5g10280	K09555
Cs5g10290	K13519
Cs5g10300	K11294
Cs5g10310	K14795
Cs5g10320	K08272
Cs5g10330	K20783
Cs5g10360	K14494
Cs5g10370	K18726
Cs5g10380	K07305
Cs5g10390	K07437
Cs5g10410	K14510
Cs5g10430	K00729
Cs5g10440	K02896
Cs5g10450	K10755
Cs5g10460	K13148
Cs5g10490	K09419
Cs5g10500	K16833
Cs5g10510	K14806
Cs5g10530	K01784
Cs5g10550	K04733
Cs5g10560	K04733
Cs5g10570	K00279
Cs5g10600	K03137
Cs5g10610	K10268
Cs5g10620	K17679
Cs5g10630	K15095
Cs5g10670	K09422
Cs5g10680	K03860
Cs5g10690	K01738
Cs5g10700	K15923
Cs5g10710	K01855
Cs5g10730	K00026
Cs5g10740	K10960
Cs5g10750	K10691
Cs5g10770	K16222
Cs5g10790	K02183
Cs5g10800	K08910
Cs5g10810	K08910
Cs5g10820	K20628
Cs5g10830	K03671
Cs5g10860	K03798
Cs5g10870	K05941
Cs5g10880	K09422
Cs5g10900	K13681
Cs5g10910	K13681
Cs5g10920	K01783
Cs5g10930	K19041
Cs5g10940	K17964
Cs5g10950	K19589
Cs5g10970	K19589
Cs5g10980	K01303
Cs5g10990	K03234
Cs5g11000	K01191
Cs5g11030	K04730
Cs5g11050	K09527
Cs5g11060	K00485
Cs5g11070	K19525
Cs5g11080	K01303
Cs5g11090	K01051
Cs5g11100	K01051
Cs5g11130	K01187
Cs5g11140	K02470
Cs5g11150	K11294
Cs5g11160	K14431
Cs5g11180	K00430
Cs5g11200	K07766
Cs5g11210	K15015
Cs5g11220	K02890
Cs5g11240	K00889
Cs5g11260	K03263
Cs5g11270	K22048
Cs5g11310	K13415
Cs5g11320	K13203
Cs5g11330	K16904
Cs5g11350	K00485
Cs5g11380	K12126
Cs5g11410	K14440
Cs5g11430	K07964
Cs5g11440	K13420
Cs5g11450	K18211
Cs5g11460	K22069
Cs5g11470	K00901
Cs5g11480	K13203
Cs5g11490	K05747
Cs5g11500	K01883
